axial_position_m,local_diameter_m
0.0,0.10903084
0.0018046355,0.10851802276523223
0.003609271,0.10799617793044601
0.005413906499999999,0.10746344728925479
0.007218542,0.10692145424436142
0.0090231775,0.10636874551542824
0.010827812999999999,0.1058059376522608
0.012632448499999999,0.10523337199702505
0.014437084,0.10464913503676028
0.016241719499999998,0.10405523166582106
0.018046355,0.10345054648078962
0.0198509905,0.10283497000578079
0.021655625999999997,0.1022095077672924
0.0234602615,0.10157202608788803
0.025264896999999998,0.10092416206354259
0.0270695325,0.10026537030821918
0.028874168,0.09959489355832295
0.030678803499999997,0.0989140883116323
0.032483438999999996,0.09822116355237304
0.0342880745,0.09751719117725197
0.03609271,0.09680224714358195
0.0378973455,0.09607469016669741
0.039701981,0.09533638315068492
0.041506616499999996,0.09458577418135695
0.043311251999999995,0.09382317198167366
0.0451158875,0.09304952158987131
0.046920523,0.09226230861265625
0.0487251585,0.0914638693966376
0.050529793999999996,0.09065303232028044
0.052334429499999995,0.0898293530184801
0.054139065,0.08899411835562628
0.0559437005,0.0881451153723998
0.057748336,0.08728398246194055
0.059552971499999996,0.08641031349778608
0.061357606999999995,0.08552278069406392
0.0631622425,0.08462318152756637
0.06496687799999999,0.08370960770942301
0.06677151349999999,0.08278290520720909
0.068576149,0.08184353900507356
0.0703807845,0.08088919661611549
0.07218542,0.07992215158203035
0.0739900555,0.0789409109142029
0.075794691,0.07794544513309656
0.0775993265,0.07693699879950186
0.079403962,0.07591279039214058
0.0812085975,0.07487515909790446
0.08301323299999999,0.07382316024044094
0.08481786849999999,0.07275577499380409
0.08662250399999999,0.07167479495715143
0.0884271395,0.0705775374464508
0.090231775,0.06946568041411066
0.0920364105,0.06833925770685545
0.093841046,0.067196188539643
0.0956456815,0.06603883840664637
0.097450317,0.06486506372984026
0.0992549525,0.06367521930584917
0.10105958799999999,0.06247061279910214
0.10286422349999999,0.06124798022962502
0.10466885899999999,0.06001029640937535
0.1064734945,0.05875566684751626
0.10827813,0.05748381613901572
0.1100827655,0.056196503467037195
0.111887401,0.0548904768796181
0.1136920365,0.05356783106807803
0.115496672,0.05222828150103778
0.1173013075,0.05086995786864075
0.11910594299999999,0.049494953470365755
0.12091057849999999,0.048100956694648166
0.12271521399999999,0.046689013793490476
0.12451984949999999,0.04525946092313547
0.126324485,0.043809592186399786
0.1281291205,0.04251504772569164
0.12993375599999998,0.04203596316576097
0.1317383915,0.042118179630722695
0.13354302699999998,0.04241170151011092
0.1353476625,0.042917211368426675
0.137152298,0.04363766217940584
0.1389569335,0.0445801935071298
0.140761569,0.04575735265234075
0.1425662045,0.047184866058662636
0.14437084,0.04887598147695108
0.14617547549999999,0.05085589344891836
0.147980111,0.05293970682597109
0.14978474649999998,0.05502352020302379
0.151589382,0.05710733358007653
0.15339401749999998,0.05919114695712924
0.155198653,0.06127496033418194
0.1570032885,0.06335877371123468
0.158807924,0.06544258708828739
0.1606125595,0.06752640046534011
0.162417195,0.06961021384239283
0.1642218305,0.07169402721944555
0.16602646599999998,0.07377784059649822
0.1678311015,0.07586165397355096
0.16963573699999998,0.07791995454021039
0.1714403725,0.07989775627414777
0.17324500799999998,0.08177954427168724
0.1750496435,0.08355922768339162
0.176854279,0.08524950754141013
0.1786589145,0.0868526598232056
0.18046355,0.08837072562700513
0.18226818549999999,0.08980562225314119
0.184072821,0.09115911648693305
0.18587745649999998,0.09243286351769185
0.187682092,0.09362837287890219
0.18948672749999998,0.09474704885160638
0.191291363,0.09579018199120756
0.1930959985,0.0967569036959393
0.194900634,0.09764904911368133
0.1967052695,0.0984692454628555
0.198509905,0.0992183902057824
0.2003145405,0.09989726060456479
0.20211917599999998,0.1005065537195055
0.2039238115,0.10104688621218297
