axial_position_m,T_gas_K,mach_number,dT_dx_K_per_m
0.0,3396.603396603397,0.1,0.0
0.0018046355,3396.603396603397,0.1,0.0
0.003609271,3396.603396603397,0.1,-1.1641532182693481e-10
0.005413906499999999,3396.603396603397,0.1,0.0
0.007218542,3396.603396603397,0.1,0.0
0.0090231775,3396.603396603397,0.1,-1.1641532182693481e-10
0.010827812999999999,3396.603396603397,0.1,1.1641532182693481e-10
0.012632448499999999,3396.603396603397,0.1,0.0
0.014437084,3396.603396603397,0.1,-1.1641532182693481e-10
0.016241719499999998,3396.603396603397,0.1,0.0
0.018046355,3396.603396603397,0.1,0.0
0.0198509905,3396.603396603397,0.1,0.0
0.021655625999999997,3396.603396603397,0.1,0.0
0.0234602615,3396.603396603397,0.1,0.0
0.025264896999999998,3396.603396603397,0.1,0.0
0.0270695325,3396.603396603397,0.1,0.0
0.028874168,3396.603396603397,0.1,0.0
0.030678803499999997,3396.603396603397,0.1,0.0
0.032483438999999996,3396.603396603397,0.1,0.0
0.0342880745,3396.603396603397,0.1,0.0
0.03609271,3396.603396603397,0.1,0.0
0.0378973455,3396.603396603397,0.1,0.0
0.039701981,3396.603396603397,0.1,0.0
0.041506616499999996,3396.603396603397,0.1,0.0
0.043311251999999995,3396.603396603397,0.1,0.0
0.0451158875,3396.603396603397,0.1,0.0
0.046920523,3396.603396603397,0.1,0.0
0.0487251585,3396.603396603397,0.1,0.0
0.050529793999999996,3396.603396603397,0.1,0.0
0.052334429499999995,3396.603396603397,0.1,0.0
0.054139065,3396.603396603397,0.1,0.0
0.0559437005,3396.603396603397,0.1,0.0
0.057748336,3396.603396603397,0.1,0.0
0.059552971499999996,3396.603396603397,0.1,0.0
0.061357606999999995,3396.603396603397,0.1,0.0
0.0631622425,3396.603396603397,0.1,0.0
0.06496687799999999,3396.603396603397,0.1,0.0
0.06677151349999999,3396.603396603397,0.1,-1.1641532182693481e-10
0.068576149,3396.603396603397,0.1,1.1641532182693481e-10
0.0703807845,3396.603396603397,0.1,0.0
0.07218542,3396.603396603397,0.1,0.0
0.0739900555,3396.603396603397,0.1,0.0
0.075794691,3396.603396603397,0.1,0.0
