axial_position_m,coolant_side_htc_with_fins_W_per_m2K,coolant_side_htc_without_fins_W_per_m2K,fin_coefficient_eta,coolant_side_wall_temp_K,gas_side_wall_temp_K,enhancement_factor
0.0,4141.190745066565,4141.218530567262,0.9999932905012155,110.00164011743227,425.66256624830044,0.9999932905012155
0.0018046355,4210.12879932519,4194.769648425739,1.0036615004366722,110.60564152756228,389.5698562483004,1.0036615004366722
0.003609271,4273.268472046792,4248.358199088792,1.0058635058040404,111.58102100228312,361.17644810459217,1.0058635058040404
0.005413906499999999,4332.780672107961,4301.938695669601,1.007169320304217,112.78679585616634,345.0576120590656,1.007169320304217
0.007218542,4389.757655114063,4355.277647319702,1.0079168334573527,114.13446499416429,336.32112891413766,1.0079168334573527
0.0090231775,4445.041027807805,4408.367901210069,1.0083189804979003,115.5685291566731,332.0323967837612,1.0083189804979003
0.010827812999999999,4499.141775298344,4461.1823290295715,1.00850883094864,117.05421748940734,330.4295795893339,1.00850883094864
0.012632448499999999,4552.418561143976,4513.740097615092,1.0085690497663613,118.56975895671327,330.4551076689429,1.0085690497663613
0.014437084,4605.22269216325,4566.178405103874,1.0085507581166198,120.10152146934686,331.4767851193892,1.0085507581166198
0.016241719499999998,4657.670073176993,4618.480201058285,1.0084854476824927,121.64095870333853,333.11324005598186,1.0084854476824927
0.018046355,4709.969196316905,4670.769968774062,1.0083924551636894,123.18269696277949,335.1373032830151,1.0083924551636894
0.0198509905,4762.259229298119,4723.134632583045,1.0082836081879116,124.72333735621858,337.41323396706656,1.0082836081879116
0.021655625999999997,4814.610979487108,4775.612801496299,1.0081661096935226,126.26070743944827,339.85884600614486,1.0081661096935226
0.0234602615,4867.232595346837,4828.391454624853,1.0080443230601737,127.7933947723253,342.427937787741,1.0080443230601737
0.025264896999999998,4920.150179450767,4881.484597475242,1.0079208653030522,129.320455517128,345.0913580988313,1.0079208653030522
0.0270695325,4973.489973822628,4935.01027004884,1.0077972895025824,130.84123398943734,347.8328794042691,1.0077972895025824
0.028874168,5027.390240462138,4989.101393999515,1.007674497557551,132.35525025308,350.64436717355824,1.007674497557551
0.030678803499999997,5081.883339371793,5043.787643837963,1.007552993548484,133.86213011383708,353.51989506680934,1.007552993548484
0.032483438999999996,5137.163804519616,5099.260776171876,1.0074330437315258,135.36156231644136,356.45893444552013,1.0074330437315258
0.0342880745,5193.281573661824,5155.569783975095,1.0073147666052253,136.85327124178528,359.4605572386873,1.0073147666052253
0.03609271,5250.339559902992,5212.816687045686,1.0071981953538771,138.3370005811241,362.52490448412834,1.0071981953538771
0.0378973455,5308.539897677503,5271.202323755388,1.0070833126161463,139.81250318801477,365.65514299096776,1.0070833126161463
0.039701981,5367.895423240251,5330.73980321271,1.006970068208009,141.27953412990087,368.85157693326846,1.006970068208009
0.041506616499999996,5428.614260410321,5391.6362717743405,1.0068583982249624,142.73784729250988,372.11749925315894,1.0068583982249624
0.043311251999999995,5490.805812544065,5454.000971484347,1.006748227815167,144.18719250443968,375.4555249486653,1.006748227815167
0.0451158875,5554.54454016839,5517.908507927354,1.0066394780175139,145.6273140012669,378.86697421751404,1.0066394780175139
0.046920523,5620.122119095368,5583.6493275812545,1.0065320705822178,147.05794983342855,382.3574697827278,1.0065320705822178
0.0487251585,5687.540837200501,5651.22649030602,1.006425923108333,148.47883035214292,385.92825349728673,1.006425923108333
0.050529793999999996,5757.026726591903,5720.865377574327,1.0063209578675505,149.8896784884332,389.5831344296805,1.0063209578675505
0.052334429499999995,5828.772462942261,5792.758318849745,1.0062170976433327,151.2902092265305,393.32653396921773,1.0062170976433327
0.054139065,5902.863918670645,5866.991572388323,1.0061142658617659,152.68012913993888,397.1606421860349,1.0061142658617659
0.0559437005,5979.635516938553,5943.898479559696,1.006012390269072,154.05913670010509,401.0918926253459,1.006012390269072
0.057748336,6059.170118761117,6023.562450447718,1.0059113968861986,155.42692136796975,405.1233107860111,1.0059113968861986
0.059552971499999996,6141.703424668499,6106.218868140029,1.0058112159578187,156.7831639692874,409.25920725913676,1.0058112159578187
0.061357606999999995,6227.558962549546,6192.190534793753,1.0057117796290438,158.12753659850415,413.50640581307675,1.0057117796290438
0.0631622425,6316.841837993447,6281.583191189521,1.0056130191594659,159.45970196318976,417.8681053709034,1.0056130191594659
0.06496687799999999,6409.959235328754,6374.803022090465,1.0055148705170127,160.77931395499746,422.3518074649297,1.0055148705170127
0.06677151349999999,6507.126551701203,6472.065634796449,1.0054172684399634,162.08601696092467,426.9630235350733,1.0054172684399634
0.068576149,6608.6064170878,6573.633698567077,1.0053201501824396,163.3794460347682,431.7068145589794,1.0053201501824396
0.0703807845,6714.928097163667,6680.035227361456,1.0052234559571318,164.6592271748356,436.59335138244916,1.0052234559571318
0.07218542,6826.25514735861,6791.434625383253,1.0051271231920889,165.92497635593966,441.6275415008863,1.0051271231920889
0.0739900555,6943.113716319635,6908.357119365721,1.0050310944198997,167.17630036891433,446.8184476395593,1.0050310944198997
0.075794691,7065.941420580259,7031.24005782129,1.0049353119042448,168.41279647126544,452.17514810920574,1.0049353119042448
0.0775993265,7195.0883884667965,7160.433900715336,1.004839718965634,169.63405238519888,457.70432423712145,1.004839718965634
0.079403962,7331.358106548334,7296.740448803093,1.0047442632759287,170.8396470670577,463.41988808030504,1.0047442632759287
0.0812085975,7475.0894118007,7440.4993535733975,1.0046488893531977,172.02914977674774,469.32970490949674,1.0046488893531977
0.08301323299999999,7627.018192887435,7592.445631952612,1.0045535473825886,173.20212126322602,475.44525702668517,1.0045535473825886
