axial_position_m,methane_density_kg_per_m3,methane_viscosity_Pa_s,methane_conductivity_W_per_mK,methane_specific_heat_J_per_kgK,methane_prandtl_number,methane_speed_of_sound_m_per_s
0.0631622425,349.2701002801711,5.293850629388167e-05,0.12443780600959425,3959.8517935052478,1.684605714417318,910.4741582601154
0.06496687799999999,346.67404978211454,5.183718462146181e-05,0.1227142986828287,3991.991986883253,1.6863041051663474,896.1385468551072
0.06677151349999999,344.05873822013245,5.076227590994533e-05,0.12100820974894846,4025.7600348196124,1.6887841086048303,881.8259949267433
0.068576149,341.42370784176563,4.971255480590174e-05,0.11931969905346441,4061.2584199866524,1.6920553218463248,867.5386925871569
0.0703807845,338.7684946381301,4.868688418174609e-05,0.11764894342172962,4098.5977764885965,1.6961304491800995,853.2789795636182
0.07218542,336.0926356721718,4.7684211443435514e-05,0.11599614641050268,4137.897567708013,1.7010253241654338,839.0493861253433
0.0739900555,333.39566234192046,4.6703559835639005e-05,0.11436153980684213,4179.287032345886,1.7067589533609826,824.8525990994559
0.075794691,330.6771067176781,4.574402525119237e-05,0.11274539413759987,4222.9060241513735,1.7133535367878137,810.6914995943189
0.0775993265,327.93650245375403,4.4804771294581887e-05,0.11114802663475958,4268.9060047499015,1.7208344854327011,796.5691734486988
0.079403962,325.1733824409821,4.3885023712597143e-05,0.10956980854952715,4317.45118164777,1.7292304330252533,782.4889083058416
0.0812085975,322.38729053475777,4.298406991965883e-05,0.10801118196968534,4368.719490010003,1.738573179123903,768.4542662919251
0.08301323299999999,319.577774709854,4.210125258530281e-05,0.10647266767301226,4422.903982301074,1.7488976447107278,754.4690657263791
0.08481786849999999,316.7443944336692,4.1235968343669926e-05,0.10495488342753047,4480.214066704331,1.7602417285809135,740.5374403606722
0.08662250399999999,313.88672780527367,4.0387666486860376e-05,0.10345856476356823,4540.8768222147155,1.7726460740358438,726.6639007517996
0.0884271395,311.004368559511,3.9555844845399175e-05,0.10198458418999562,4605.138617264143,1.786153761206646,712.853350584028
0.090231775,308.09694282074105,3.8740051670848927e-05,0.10053398584677528,4673.266395226094,1.8008097470504087,699.1112021854551
0.0920364105,305.16410701225135,3.7939881999657334e-05,0.09910801742652223,4745.549439700922,1.816660149611782,685.443402659461
0.093841046,302.20555598933504,3.715497708145373e-05,0.09770817782751817,4822.300996047467,1.8337511452143125,671.856510187586
0.0956456815,299.22104134550443,3.638502623493797e-05,0.0963362848281252,4903.859643778154,1.8521272863039684,658.3578134439356
0.097450317,296.21036929316864,3.5629762988852e-05,0.09499455722999031,4990.591176289218,1.871829144431279,644.9553513797381
0.0992549525,293.17342434344386,3.488896756110974e-05,0.09368574903410841,5082.889690779454,1.8928895308692044,631.6580414109659
0.10105958799999999,290.11017992671856,3.416246525981296e-05,0.0924133479511168,5181.178770079902,1.9153276411039932,618.4757340978193
0.10286422349999999,287.02070719961097,3.345012393623844e-05,0.09118190884224932,5285.912337603103,1.9391392991653225,605.419245154318
0.10466885899999999,283.9052121372229,3.275185716967351e-05,0.08999768662974025,5397.573863512759,1.964279026057927,592.5004867627714
0.1064734945,280.7640359360803,3.206761797249184e-05,0.08886996474497899,5516.67570877609,1.9906235994895252,579.7324184210846
0.10827813,277.59769146659664,3.139739984981198e-05,0.08781458731401263,5643.755686774877,2.0178794818983934,567.1291225491101
0.1100827655,274.4229607711976,3.0744491781031644e-05,0.08687194780614964,5778.66954987868,2.0451050421706585,554.7676383698008
0.111887401,271.22628088453394,3.010582533930637e-05,0.08616817969696065,5922.5333394955005,2.069241278069607,542.6054199422889
0.1136920365,268.00913392683657,2.9481533497962422e-05,0.08476113226779915,6075.88203386408,2.113307301571787,530.66029570653
0.115496672,264.7732229237275,2.8871759652230113e-05,0.08356492336415805,6239.232687047871,2.15566076414362,518.9506662576404
0.1173013075,261.52053300289805,2.8276661169225565e-05,0.08243703982496275,6413.062180516715,2.199739179386867,507.4955010009127
0.11910594299999999,258.2533958766032,2.7696412303278176e-05,0.08135908039593968,6597.779096126732,2.2460284610271426,496.3142865289298
0.12091057849999999,254.9745115066305,2.713119882795404e-05,0.08032497928587715,6793.692425402843,2.2946911609347582,485.42677037899097
0.12271521399999999,251.68700844966952,2.65812195837957e-05,0.07933233110114775,7000.973407353131,2.345757509682904,474.8527870768121
0.12451984949999999,248.39446136436405,2.6046680670674306e-05,0.07838017036495283,7219.616517368739,2.399166078831506,464.6118901988146
0.126324485,245.10091107952303,2.5527790888613712e-05,0.07746814968065142,7449.399566150444,2.454772898982956,454.722959987803
0.1281291205,241.81090859334566,2.5024761528814993e-05,0.07659616374226898,7689.844228915676,2.5123519066811233,445.20385407780145
0.12993375599999998,238.5274933812971,2.4537504247972776e-05,0.0757636324980336,7940.342323690344,2.571632022830567,436.0654016664055
0.1317383915,235.2448033827597,2.4064620009384825e-05,0.07496772622415612,8200.759730689375,2.6324416738641228,427.29272961290786
0.13354302699999998,231.95397669736334,2.360439879199485e-05,0.07420510024512242,8471.05392787913,2.6946144461990205,418.864833139777
0.1353476625,228.6484169228745,2.3155573941229826e-05,0.07347310022209706,8750.8255519429,2.757885368962231,410.7687187501928
0.137152298,225.32303026706774,2.271716579652023e-05,0.072769400717426,9039.30980595605,2.8218935091331647,402.9962804683359
0.1389569335,221.97381292077125,2.2288392092904762e-05,0.07209176543048058,9335.340554804232,2.886178877210564,395.54247294020894
0.140761569,218.5976257746734,2.1868614914269024e-05,0.0714378657029079,9637.289745147948,2.9501746193027083,388.4042317738363
0.1425662045,215.19207309092423,2.1457309717803e-05,0.0708051258084173,9942.981780732513,3.013194837968736,381.57989833162543
0.14437084,211.75547562566027,2.1054053451685886e-05,0.07019058794109971,10249.582434806054,3.07441870441307,375.0691088244003
0.14617547549999999,208.2869585796167,2.0658532185062912e-05,0.06959080391465475,10553.471823131356,3.1328742457076606,368.87313583491346
0.147980111,204.78646594351412,2.0270544299585378e-05,0.06900173684172205,10850.148613741228,3.187433073408381,362.9952508285129
0.14978474649999998,201.25654955678755,1.9890194488216996e-05,0.06841900761615705,11134.070982270245,3.236802827152834,357.4438349342992
0.151589382,197.7023648692054,1.951786831850029e-05,0.06783792495701899,11398.829709724603,3.279594082519092,352.23165828844077
0.15339401749999998,194.13064378238332,1.915409726912328e-05,0.06725349866449021,11637.605154114168,3.3144420071523855,347.37338080786594
