axial_position_m,T_gas_K,mach_number,dT_dx_K_per_m
0.0,3396.603396603397,0.1,0.0
0.0025700000000000002,3396.603396603397,0.1,0.0
0.0051400000000000005,3396.603396603397,0.1,0.0
0.007710000000000001,3396.603396603397,0.1,0.0
0.010280000000000001,3396.603396603397,0.1,0.0
0.01285,3396.603396603397,0.1,0.0
0.015420000000000001,3396.603396603397,0.1,0.0
0.017990000000000003,3396.603396603397,0.1,0.0
0.020560000000000002,3396.603396603397,0.1,0.0
0.02313,3396.603396603397,0.1,0.0
0.0257,3396.603396603397,0.1,-1.1641532182693481e-10
0.028270000000000003,3396.603396603397,0.1,1.1641532182693481e-10
0.030840000000000003,3396.603396603397,0.1,0.0
0.03341,3396.603396603397,0.1,-1.1641532182693481e-10
0.035980000000000005,3396.603396603397,0.1,0.0
0.03855,3396.603396603397,0.1,0.0
0.041120000000000004,3396.603396603397,0.1,0.0
0.04369000000000001,3396.603396603397,0.1,0.0
0.04626,3396.603396603397,0.1,0.0
0.048830000000000005,3396.603396603397,0.1,0.0
0.0514,3396.603396603397,0.1,0.0
0.053970000000000004,3396.603396603397,0.1,0.0
0.05654000000000001,3396.603396603397,0.1,0.0
0.05911,3396.603396603397,0.1,0.0
0.061680000000000006,3396.603396603397,0.1,0.0
0.06425,3396.603396603397,0.1,0.0
0.06682,3396.603396603397,0.1,0.0
0.06939000000000001,3396.603396603397,0.1,0.0
0.07196000000000001,3396.603396603397,0.1,0.0
0.07453000000000001,3396.603396603397,0.1,-15472.806589822867
0.0771,3317.0731707317077,0.5,-18761.38811660325
0.07967,3300.1698616840567,0.55,-6852.118458837736
0.08224000000000001,3281.8532818532817,0.6000000000000001,-7392.349935125792
0.08481000000000001,3262.1731830175104,0.6500000000000001,-7912.685541555635
0.08738000000000001,3241.1820781696856,0.7000000000000002,-8412.115131304716
0.08995,3218.934911242604,0.75,-8889.758047699463
0.09252,3195.488721804511,0.8,-9344.864399269805
0.09509000000000001,3170.902308230357,0.8500000000000001,-9776.815002443385
0.09766000000000001,3145.235892691952,0.9000000000000001,-10185.12006369629
0.10023000000000001,3118.550791102958,0.9500000000000002,-10569.41668927262
0.1028,3090.9090909090905,1.0,-10929.46532392432
0.10537,3062.373339337987,1.05,-11265.145230441587
0.10794000000000001,3033.006244424621,1.1,-11576.449129034532
0.11051000000000001,3002.8703908147495,1.1500000000000001,-11863.477119970601
0.11308000000000001,2972.027972027972,1.2000000000000002,-12126.43001443753
0.11565000000000002,2940.5405405405404,1.2500000000000004,-12365.602197611239
0.11822,2908.46877673225,1.3,-12581.37414464017
0.12079000000000001,2875.8722774370904,1.35,-12774.204705010634
0.12336000000000001,2842.809364548495,1.4000000000000001,-12944.623263875023
0.12593000000000001,2809.3369138607723,1.4500000000000002,-13093.221880712546
0.1285,2775.5102040816328,1.5,-13220.647496515187
0.13107000000000002,2741.3827857286838,1.5500000000000003,-13327.594290832873
0.13364,2707.0063694267515,1.6,-13414.796259777271
0.13621000000000003,2672.4307329534286,1.6500000000000004,-13483.020075750479
0.13878000000000001,2637.7036462373935,1.7000000000000002,-13533.058279435674
0.14135,2602.8708133971295,1.75,-13565.722844685602
0.14392000000000002,2567.9758308157097,1.8000000000000003,-13581.839147534047
0.14649,2533.0601601788044,1.85,-13582.240361741977
0.14906000000000003,2498.163115356356,1.9000000000000004,-13567.762295190478
0.15163000000000001,2463.321861981525,1.9500000000000002,-13539.238674110326
0.1542,2428.571428571429,2.0,-10132.534141034295
0.15677000000000002,2411.240636496609,2.0250000000000004,-6736.712165484554
0.15934,2393.944728040838,2.0500000000000003,-6722.401690334023
0.16191000000000003,2376.687491808292,2.075,-6706.6419378630235
0.16448000000000002,2359.4725884802224,2.1,-6689.482412766258
0.16705,2342.303552206674,2.125,-6670.972058172862
0.16962000000000002,2325.183792101214,2.1500000000000004,-6651.159217080509
0.17219,2308.11659383088,2.175,-6630.091596773011
0.17476000000000003,2291.1051212938005,2.2,-6607.8162361326395
0.17733000000000002,2274.152418377158,2.225,-6584.379475762369
0.1799,2257.261410788382,2.25,-6559.826930824434
0.18247000000000002,2240.4349079527206,2.2750000000000004,-6534.203466500505
0.18504,2223.675604970569,2.3,-6507.553175980749
0.18761000000000003,2206.9860846281795,2.325,-6479.919360883243
0.19018000000000002,2190.368819455629,2.35,-6451.3445140089025
0.19275,2173.826173826174,2.375,-6421.870304330485
0.19532000000000002,2157.3604060913704,2.4000000000000004,-6391.537564122176
0.19789,2140.973670746586,2.425,-6360.386278130813
0.20046000000000003,2124.668020621778,2.45,-6328.455574691528
0.20303000000000002,2108.445409092671,2.475,-6295.78371869371
0.2056,2092.3076923076924,2.5,-6262.408106301562
0.20817000000000002,2076.2566314262813,2.5250000000000004,-6228.365261338069
