axial_position_m,local_diameter_m
0.0,0.06439566000000001
0.0025700000000000002,0.06439566000000001
0.0051400000000000005,0.06439566000000001
0.007710000000000001,0.06439566000000001
0.010280000000000001,0.06439566000000001
0.01285,0.06439566000000001
0.015420000000000001,0.06439566000000001
0.017990000000000003,0.06439566000000001
0.020560000000000002,0.06439566000000001
0.02313,0.06439566000000001
0.0257,0.06439566000000001
0.028270000000000003,0.06439566000000001
0.030840000000000003,0.06439566000000001
0.03341,0.06439566000000001
0.035980000000000005,0.06439566000000001
0.03855,0.06439566000000001
0.041120000000000004,0.06439566000000001
0.04369000000000001,0.06439566000000001
0.04626,0.06439566000000001
0.048830000000000005,0.06439566000000001
0.0514,0.06439566000000001
0.053970000000000004,0.06439566000000001
0.05654000000000001,0.06439566000000001
0.05911,0.06439566000000001
0.061680000000000006,0.06439566000000001
0.06425,0.06439566000000001
0.06682,0.06439566000000001
0.06939000000000001,0.06439566000000001
0.07196000000000001,0.06439566000000001
0.07453000000000001,0.06439566000000001
0.0771,0.06439566000000001
0.07967,0.06439566000000001
0.08224000000000001,0.06439566000000001
0.08481000000000001,0.06439566000000001
0.08738000000000001,0.06439566000000001
0.08995,0.06439566000000001
0.09252,0.06439566000000001
0.09509000000000001,0.06439566000000001
0.09766000000000001,0.06439566000000001
0.10023000000000001,0.06439566000000001
0.1028,0.06439566000000001
0.10537,0.06439566000000001
0.10794000000000001,0.06439566000000001
0.11051000000000001,0.06439566000000001
0.11308000000000001,0.06439566000000001
0.11565000000000002,0.06439566000000001
0.11822,0.06439566000000001
0.12079000000000001,0.06439566000000001
0.12336000000000001,0.06439566000000001
0.12593000000000001,0.06439566000000001
0.1285,0.06432226841593383
0.13107000000000002,0.06404230750473919
0.13364,0.06354677871272006
0.13621000000000003,0.06283879919933935
0.13878000000000001,0.0619126829788507
0.14135,0.06075514436394548
0.14392000000000002,0.05937129283228884
0.14649,0.057748019416912356
0.14906000000000003,0.05587152321966163
0.15163000000000001,0.053740274014561586
0.1542,0.05132327719587301
0.15677000000000002,0.04861859158579084
0.15934,0.04567119682631398
0.16191000000000003,0.042703616299818725
0.16448000000000002,0.0397360357733235
0.16705,0.03676845524682827
0.16962000000000002,0.03380087472033301
0.17219,0.030835394533478253
0.17476000000000003,0.028386753496324982
0.17733000000000002,0.026789516195322837
0.1799,0.025939489571280398
0.18247000000000002,0.025860839482503145
0.18504,0.027667866336262295
0.18761000000000003,0.02976104016115029
0.19018000000000002,0.03179589462293641
0.19275,0.03377371024415657
0.19532000000000002,0.035696019428095124
0.19789,0.03756393467810464
0.20046000000000003,0.03937870477366925
0.20303000000000002,0.04114154507536644
0.2056,0.04285354127461535
0.20817000000000002,0.044515723831299654
0.21074,0.046129359563088265
0.21331000000000003,0.047695189063882024
0.21588000000000002,0.04921429124162124
0.21845000000000003,0.05068769854036911
0.22102000000000002,0.052116316466229835
0.22359,0.05350097234304634
0.22616000000000003,0.05484249959248883
0.22873000000000002,0.05614171335810787
0.23130000000000003,0.05739946950982891
0.23387000000000002,0.05861654993296983
0.23644,0.05979369711685845
0.23901000000000003,0.06093157252726389
0.24158000000000002,0.06203095014204842
0.24415000000000003,0.06309252627891362
0.24672000000000002,0.06411699212299429
0.24929,0.06510492303036618
0.25186000000000003,0.06605691880085209
0.25443000000000005,0.06697360878431101
