axial_position_m,gas_temperature_K,gas_side_wall_temp_K,coolant_side_wall_temp_K,coolant_temperature_K,dT_wg_dx_K_per_m,local_mach_number
0.0,3396.603396603397,1248.4004927544645,110.00120780455505,113.2662143321904,173.18209583959197,0.1
0.0025700000000000002,3396.603396603397,1248.8455707407722,113.26739107360947,116.51812222934352,173.45547210151562,0.1
0.0051400000000000005,3396.603396603397,1249.2920538810663,116.51927135556106,119.75498110925709,174.33746256801533,0.1
0.007710000000000001,3396.603396603397,1249.7416652983718,119.75610543653498,122.97597891459986,175.51773875544313,0.1
0.010280000000000001,3396.603396603397,1250.1942150582693,122.97708080035189,126.18022365176205,176.6209650427918,0.1
0.01285,3396.603396603397,1250.6494970586918,126.18130509344994,129.3667346513549,177.64049621706363,0.1
0.015420000000000001,3396.603396603397,1251.107287208825,129.36779735912174,132.53443723519592,178.5690624101262,0.1
0.017990000000000003,3396.603396603397,1251.5673420394799,132.53548268574156,135.68215941973756,179.3989054405247,0.1
0.020560000000000002,3396.603396603397,1252.0293975827892,135.68318889660998,138.80862978211582,180.12186305448995,0.1
0.02313,3396.603396603397,1252.49316841558,138.80964440603526,141.91247594864478,180.72941970013198,0.1
0.0257,3396.603396603397,1252.9583468000478,141.91347670041822,144.99222339293212,181.2127369075606,0.1
0.028270000000000003,3396.603396603397,1253.4246018832848,144.99321113078528,148.0462943890376,181.5626727162744,0.1
0.030840000000000003,3396.603396603397,1253.8915789378095,148.04726986167844,151.0730070790818,181.76979725967976,0.1
0.03341,3396.603396603397,1254.3588986411996,151.07397093544253,154.07057470139162,181.82441019220278,0.1
0.035980000000000005,3396.603396603397,1254.8261564061975,154.07152749773041,157.03710509682273,181.7165648790542,0.1
0.03855,3396.603396603397,1255.292921784678,157.03804730166647,159.9706006770607,181.43610403235652,0.1
0.041120000000000004,3396.603396603397,1255.7587379809238,159.97153267431665,162.86895910867048,180.97271175158676,0.1
0.04369000000000001,3396.603396603397,1256.223121523081,162.86988119911027,165.72997505068233,180.31598777975887,0.1
0.04626,3396.603396603397,1256.6855621581117,165.73088745189295,168.55134339372185,179.45555136728217,0.1
0.048830000000000005,3396.603396603397,1257.145523057109,168.5522462385103,171.3306645983236,29396.53749994203,0.1
0.0514,3396.603396603397,1407.7837649078133,171.33172469048722,173.82126920711,29692.06273624662,0.1
0.053970000000000004,3396.603396603397,1409.762725521416,173.82232091981416,176.27058623316597,781.4611238095094,0.1
0.05654000000000001,3396.603396603397,1411.8004750841942,176.27162947299502,178.67668054665083,805.1146659456426,0.1
0.05911,3396.603396603397,1413.9010149043766,178.677715123327,181.03760370157437,830.3967157940497,0.1
0.061680000000000006,3396.603396603397,1416.0687142033757,181.03862931367954,183.3514137818663,857.455629999633,0.1
0.06425,3396.603396603397,1418.3083368425748,183.35242999309347,185.616200334924,886.4496627024491,0.1
0.06682,3396.603396603397,1420.6250654696662,185.61720652851676,187.83011491738588,917.5455502527766,0.1
0.06939000000000001,3396.603396603397,1423.0245209708742,187.83111018302031,189.99140762999247,950.9161601300584,0.1
0.07196000000000001,3396.603396603397,1425.5127745327347,189.9923902144399,192.09847005386413,986.7372457268066,0.1
0.07453000000000001,3396.603396603397,1428.09635041391,192.09944190776477,194.14988545084196,-3429.767643817002,0.1
0.0771,3317.0731707317077,1407.8837688435156,194.1508232528193,196.158683761087,-4335.8578893325175,0.5
0.07967,3300.1698616840567,1405.8100408627406,196.15960542801486,198.11190617739007,-864.3860173010617,0.55
0.08224000000000001,3281.8532818532817,1403.4408247145882,198.1128108515237,200.00908044084568,-975.3270836610463,0.6000000000000001
0.08481000000000001,3262.1731830175104,1400.796859652723,200.00996740807213,201.8502335019231,-1078.0215816541458,0.6500000000000001
0.08738000000000001,3241.1820781696856,1397.8997937848858,201.85110221990305,203.63603317602556,-1172.1628791622352,0.7000000000000002
0.08995,3218.934911242604,1394.7719424538288,203.63688332302803,205.36794080757886,-1257.5491651446791,0.75
0.09252,3195.488721804511,1391.4359910760422,205.3687723436356,207.0483516953869,-1334.1034233795945,0.8
0.09509000000000001,3170.902308230357,1387.9146508576578,207.0491649229765,208.68069092815193,-1401.887530082895,0.8500000000000001
0.09766000000000001,3145.235892691952,1384.230289171416,208.68148653888292,210.26943336378196,-1461.105637952336,0.9000000000000001
0.10023000000000001,3118.550791102958,1380.4045678785826,210.27021245905718,211.8200317090723,-1512.0941325870808,0.9500000000000002
0.1028,3090.9090909090905,1376.4581253299186,211.82079578866677,213.33876213234112,-1555.2997309888597,1.0
0.10537,3062.373339337987,1372.4103272613,213.3395130536572,214.83252094093214,-1591.2516697156825,1.05
0.10794000000000001,3033.006244424621,1368.27909174758,214.83326085926953,216.3086159878813,-1620.5356750585488,1.1
0.11051000000000001,3002.8703908147495,1364.080773891499,216.30934729050068,217.7745878334951,-1643.7752035649028,1.1500000000000001
0.11308000000000001,2972.027972027972,1359.8300872012562,217.77531307680064,219.23807439210304,-1661.6206018652883,1.2000000000000002
0.11565000000000002,2940.5405405405404,1355.5400439979114,219.23879624469834,220.70671115109602,-1674.742277056619,1.2500000000000004
0.11822,2908.46877673225,1351.221911897185,220.70743233999397,222.18804755795355,-1683.8221092722379,1.3
0.12079000000000001,2875.8722774370904,1346.8851983562522,222.18877081365866,223.68946183516445,-1689.5389088066295,1.35
0.12336000000000001,2842.809364548495,1342.5376819059188,223.69018983354695,225.21806643796293,-1692.5477010477916,1.4000000000000001
0.12593000000000001,2809.3369138607723,1338.1855031728664,225.2188017403735,226.78060665291636,-1548.0969770608936,1.4500000000000002
